seed,asset
8,NYSE:CNS
8,NYSE:MTRN
8,NASDAQ:TCMD
8,NASDAQ:RDWR
8,NYSE:CVS
8,NYSE:FDP
8,NYSE:CIVI
8,NYSE:SD
8,NYSE:MTD
8,NYSE:PBI
8,NASDAQ:TBBK
8,NYSE:FIS
8,NASDAQ:HOPE
8,NASDAQ:SIGA
8,NASDAQ:ROST
8,NASDAQ:ALGN
8,NYSE:ANET
8,NASDAQ:OLLI
8,NASDAQ:JOUT
8,NYSE:MO
8,NASDAQ:OTEX
8,NYSE:IT
8,NASDAQ:TROW
8,NYSE:STC
8,NYSE:MYE
8,NASDAQ:AVGO
8,NYSE:AN
8,NASDAQ:SIGI
8,NASDAQ:AXON
8,NASDAQ:IDXX
8,NASDAQ:LSTR
8,NASDAQ:KHC
8,NASDAQ:CENX
8,NYSE:MDU
8,NASDAQ:INTC
8,NASDAQ:OPCH
8,NYSE:SBOW
8,NASDAQ:QCOM
8,NASDAQ:MRUS
8,NYSE:RRX
8,NYSE:QSR
8,NASDAQ:BOKF
8,NASDAQ:RVNC
8,NASDAQ:MSFT
8,NASDAQ:EXPO
8,NASDAQ:ROKU
8,NASDAQ:ZS
8,NYSE:SEM
8,NYSE:SLCA
8,NASDAQ:MGPI
