seed,asset
2,NASDAQ:EXPE
2,NYSE:GKOS
2,NYSE:KMT
2,NYSE:ANET
2,NYSE:ONTO
2,NYSE:LII
2,NASDAQ:PBYI
2,NYSE:QTWO
2,NASDAQ:NTNX
2,NYSE:INSP
2,NASDAQ:SAGE
2,NASDAQ:CLFD
2,NYSE:VST
2,NASDAQ:SITM
2,NYSE:SMP
2,NASDAQ:MNRO
2,NYSE:MET
2,NASDAQ:KHC
2,NYSE:FF
2,NASDAQ:SLGN
2,NYSE:BCC
2,NASDAQ:PNNT
2,NASDAQ:ZM
2,NASDAQ:ROST
2,NYSE:NFG
2,NASDAQ:PRDO
2,NASDAQ:SIGA
2,NYSE:THO
2,NYSE:GMS
2,NASDAQ:ITRI
2,NYSE:HL
2,NYSE:ENR
2,NYSE:SFL
2,NYSE:ALK
2,NASDAQ:IBOC
2,NASDAQ:KLIC
2,NYSE:SFBS
2,NASDAQ:NBTB
2,NASDAQ:ECPG
2,NASDAQ:BRKL
2,NYSE:CHGG
2,NASDAQ:OPCH
2,NASDAQ:RPD
2,NASDAQ:LSTR
2,NYSE:EGO
2,NYSE:FIX
2,NASDAQ:MSEX
2,NYSE:LC
2,NASDAQ:PINC
2,NYSE:ROL
