seed,asset
3,NASDAQ:HRTX
3,NYSE:WAT
3,NASDAQ:TER
3,NYSE:SFL
3,NYSE:SBOW
3,NASDAQ:FATE
3,NYSE:FDP
3,NASDAQ:INTU
3,NYSE:CACI
3,NYSE:HESM
3,NASDAQ:OPCH
3,NASDAQ:SITM
3,NYSE:FCF
3,NYSE:VMI
3,NASDAQ:AAOI
3,NYSE:JWN
3,NASDAQ:PFBC
3,NYSE:TREX
3,NASDAQ:IDXX
3,NYSE:THO
3,NASDAQ:IPGP
3,NYSE:PAGS
3,NYSE:FHN
3,NYSE:ANET
3,NYSE:SRE
3,NYSE:CHGG
3,NASDAQ:OTTR
3,NYSE:LXU
3,NYSE:SON
3,NASDAQ:AXON
3,NYSE:MRK
3,NYSE:IDA
3,NYSE:UBER
3,NYSE:HII
3,NASDAQ:WDC
3,NASDAQ:ROKU
3,NASDAQ:LXRX
3,NASDAQ:EEFT
3,NASDAQ:MSEX
3,NYSE:USFD
3,NASDAQ:CAPR
3,NASDAQ:PBYI
3,NASDAQ:DGII
3,NASDAQ:SRCE
3,NASDAQ:PCRX
3,NASDAQ:BOKF
3,NYSE:OLN
3,NASDAQ:SFM
3,NASDAQ:IRDM
3,NASDAQ:NWLI
