seed,asset
14,NYSE:HTH
14,NASDAQ:HOPE
14,NASDAQ:PCRX
14,NYSE:ARW
14,NYSE:VST
14,NASDAQ:NEOG
14,NASDAQ:AAOI
14,NASDAQ:ZBRA
14,NASDAQ:TCBI
14,NASDAQ:CSTL
14,NASDAQ:WDC
14,NYSE:HLF
14,NASDAQ:IRMD
14,NYSE:BCC
14,NASDAQ:CRDF
14,NYSE:IBP
14,NYSE:PBI
14,NASDAQ:MDB
14,NASDAQ:PNFP
14,NYSE:FDX
14,NYSE:GKOS
14,NYSE:MTZ
14,NYSE:TFC
14,NASDAQ:TSCO
14,NYSE:TRI
14,NYSE:ROG
14,NYSE:NEM
14,NYSE:IDA
14,NYSE:SMG
14,NYSE:GNRC
14,NYSE:FCF
14,NASDAQ:SAGE
14,NYSE:ELAN
14,NASDAQ:INTC
14,NYSE:UVV
14,NYSE:MLR
14,NYSE:TRU
14,NASDAQ:EBAY
14,NYSE:OMF
14,NYSE:MAS
14,NYSE:BBW
14,NASDAQ:SPSC
14,NASDAQ:PFG
14,NASDAQ:EEFT
14,NASDAQ:OSW
14,NASDAQ:TBBK
14,NYSE:MOH
14,NYSE:CRK
14,NYSE:LC
14,NASDAQ:LIVN
