date,seed,strategy,asset,weight
2020-03-25,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.019999999999999993
2020-03-26,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.02
2020-03-27,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.017750516486105997
2020-03-30,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.017750516432591377
2020-03-31,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.01775051636505813
2020-04-01,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.017750318913236623
2020-04-02,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.017750318870103428
2020-04-03,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.01728773072866864
2020-04-06,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.016638090057646295
2020-04-07,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.015996434330074506
2020-04-08,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.015746350896379727
2020-04-09,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.015639573099681604
2020-04-13,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.014983667248236675
2020-04-14,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.014876036439777276
2020-04-15,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.0148762132500581
2020-04-16,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.0143310004682417
2020-04-17,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.013656050947461182
2020-04-20,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.013065219797698022
2020-04-21,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.013065214525462505
2020-04-22,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.012615721457970925
2020-04-23,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.012214595478122137
2020-04-24,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.012214594684546741
2020-04-27,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011959440748722705
2020-04-28,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.01195944172187173
2020-04-29,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011959299434330503
2020-04-30,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011959350519392967
2020-05-01,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011959350140041127
2020-05-04,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011959389833747981
2020-05-05,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011959352066044298
2020-05-06,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011959425292112483
2020-05-07,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960449038389128
2020-05-08,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960648290915019
2020-05-11,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960736102637214
2020-05-12,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960731540602973
2020-05-13,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960730727787644
2020-05-14,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960791495249545
2020-05-15,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960876117153869
2020-05-18,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011960876128854112
2020-05-19,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.01196087522524061
2020-05-20,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.011738523297831987
2020-05-21,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.01110154891518113
2020-05-22,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.010428402683387707
2020-05-26,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.009752970905376485
2020-05-27,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.009752972251665243
2020-05-28,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.009553799943520328
2020-05-29,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.008929148486180323
2020-06-01,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.00844327891411614
2020-06-02,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.008443221203885312
2020-06-03,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.008443314813496023
2020-06-04,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.00844271843216444
2020-06-05,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.008379326888461006
2020-06-08,19,AR1 alpha + Enhanced + Two-Step,NYSE:SEM,0.007780615899133647
