seed,asset
13,NASDAQ:NTNX
13,NYSE:MSCI
13,NYSE:PAR
13,NASDAQ:PCRX
13,NASDAQ:SANM
13,NYSE:KEY
13,NYSE:CCS
13,NYSE:PBH
13,NYSE:KMB
13,NASDAQ:CYRX
13,NASDAQ:TRUP
13,NASDAQ:ABCB
13,NYSE:PBI
13,NYSE:KOS
13,NYSE:KGC
13,NASDAQ:XP
13,NASDAQ:SEDG
13,NASDAQ:OCSL
13,NYSE:BTU
13,NASDAQ:WDC
13,NYSE:RRC
13,NYSE:NX
13,NASDAQ:PNTG
13,NYSE:KMT
13,NYSE:ALL
13,NYSE:TPX
13,NASDAQ:FHB
13,NYSE:MCK
13,NYSE:MOH
13,NASDAQ:RYTM
13,NYSE:MFC
13,NASDAQ:MORN
13,NASDAQ:GO
13,NYSE:VMI
13,NASDAQ:DOOO
13,NYSE:SRE
13,NYSE:MTD
13,NYSE:MTRN
13,NASDAQ:INDB
13,NASDAQ:SPNS
13,NASDAQ:CRNT
13,NYSE:PPG
13,NASDAQ:MRUS
13,NYSE:ARW
13,NYSE:EVRI
13,NYSE:MCD
13,NYSE:MET
13,NYSE:GHC
13,NASDAQ:SFIX
13,NYSE:PAGS
