seed,asset
17,NASDAQ:BBSI
17,NASDAQ:ICHR
17,NASDAQ:EBAY
17,NYSE:CHGG
17,NASDAQ:IDXX
17,NYSE:HL
17,NYSE:CE
17,NASDAQ:SFM
17,NASDAQ:EVBG
17,NASDAQ:TRS
17,NYSE:GIL
17,NASDAQ:BOKF
17,NYSE:SRE
17,NYSE:MTDR
17,NYSE:LXFR
17,NASDAQ:UFCS
17,NASDAQ:SIGI
17,NASDAQ:HWC
17,NYSE:ORA
17,NASDAQ:QCOM
17,NYSE:JOE
17,NASDAQ:SLM
17,NYSE:CWK
17,NYSE:GM
17,NYSE:USM
17,NASDAQ:MRNA
17,NYSE:HII
17,NYSE:HLIO
17,NYSE:JWN
17,NYSE:CB
17,NYSE:BCC
17,NASDAQ:ZM
17,NASDAQ:POWI
17,NASDAQ:INTU
17,NASDAQ:AEIS
17,NYSE:FSS
17,NASDAQ:VCYT
17,NYSE:EVRI
17,NASDAQ:SFIX
17,NASDAQ:TTMI
17,NYSE:UVV
17,NYSE:TRU
17,NYSE:CCS
17,NASDAQ:SPNS
17,NASDAQ:LITE
17,NASDAQ:ADBE
17,NASDAQ:CGBD
17,NASDAQ:EDIT
17,NASDAQ:JOUT
17,NASDAQ:RCMT
