seed,asset
8,NASDAQ:CYRX
8,NYSE:HI
8,NASDAQ:GBDC
8,NASDAQ:RDFN
8,NYSE:CACI
8,NYSE:NI
8,NASDAQ:FIVN
8,NYSE:SFL
8,NASDAQ:NBIX
8,NASDAQ:ITCI
8,NASDAQ:AEHR
8,NASDAQ:EXPO
8,NYSE:MTRN
8,NASDAQ:SFIX
8,NASDAQ:POOL
8,NASDAQ:KHC
8,NYSE:USPH
8,NYSE:CC
8,NASDAQ:FHB
8,NYSE:MTD
8,NASDAQ:EFSC
8,NASDAQ:UBSI
8,NYSE:MO
8,NASDAQ:LIVN
8,NASDAQ:SCHL
8,NYSE:HPQ
8,NYSE:ACM
8,NASDAQ:PBYI
8,NASDAQ:RMBS
8,NASDAQ:MAT
8,NASDAQ:CHTR
8,NYSE:YUMC
8,NYSE:OIS
8,NASDAQ:NBTB
8,NASDAQ:WIRE
8,NYSE:ANET
8,NASDAQ:SDGR
8,NASDAQ:PCAR
8,NYSE:LXFR
8,NASDAQ:ATEX
8,NYSE:CB
8,NYSE:NX
8,NYSE:URI
8,NYSE:MET
8,NASDAQ:SATS
8,NASDAQ:PCRX
8,NASDAQ:BBSI
8,NASDAQ:INDB
8,NYSE:HRTG
8,NYSE:KOS
8,NYSE:STC
8,NASDAQ:PNNT
8,NASDAQ:PFG
8,NASDAQ:CRUS
8,NYSE:SLCA
8,NYSE:SON
8,NYSE:ALLY
8,NASDAQ:ARCC
8,NYSE:A
8,NASDAQ:TROW
8,NASDAQ:RNST
8,NASDAQ:IESC
8,NASDAQ:EEFT
8,NYSE:RYAM
8,NASDAQ:PEP
8,NYSE:NFG
8,NASDAQ:MU
8,NASDAQ:RCMT
8,NYSE:CPB
8,NYSE:RRX
8,NASDAQ:SAGE
8,NASDAQ:MCRB
8,NYSE:HLIO
8,NASDAQ:SLGN
8,NASDAQ:IPGP
8,NYSE:GKOS
8,NASDAQ:HWC
8,NASDAQ:QCOM
8,NYSE:MSCI
8,NASDAQ:OCSL
8,NASDAQ:BRKL
8,NASDAQ:RDWR
8,NASDAQ:PNTG
8,NASDAQ:UFCS
8,NASDAQ:INTU
8,NYSE:BYD
8,NYSE:FCF
8,NASDAQ:TRMK
8,NYSE:HLF
8,NASDAQ:LSCC
8,NYSE:IDA
8,NASDAQ:ICHR
8,NASDAQ:GO
8,NASDAQ:HEES
8,NYSE:SEM
8,NASDAQ:SLM
8,NASDAQ:AEIS
8,NASDAQ:TCBI
8,NYSE:JEF
8,NYSE:HII
