seed,asset
21,NYSE:WTRG
21,NYSE:SHAK
21,NYSE:PNR
21,NASDAQ:TCMD
21,NYSE:HRTG
21,NASDAQ:FAST
21,NASDAQ:NBIX
21,NYSE:INSW
21,NYSE:LUV
21,NASDAQ:MERC
21,NASDAQ:AAOI
21,NASDAQ:SAGE
21,NYSE:CLH
21,NASDAQ:CRDF
21,NASDAQ:SDGR
21,NASDAQ:MAT
21,NYSE:FDP
21,NASDAQ:VRA
21,NASDAQ:NTNX
21,NYSE:BBDC
21,NYSE:LXU
21,NASDAQ:TRS
21,NYSE:NOV
21,NYSE:FL
21,NYSE:TDG
21,NYSE:OMF
21,NYSE:FHN
21,NYSE:MXL
21,NYSE:SEM
21,NYSE:RDN
21,NYSE:SBOW
21,NASDAQ:KIDS
21,NYSE:FNV
21,NYSE:CE
21,NYSE:TPR
21,NASDAQ:NTAP
21,NASDAQ:PEP
21,NASDAQ:NFLX
21,NASDAQ:RDNT
21,NASDAQ:SPT
21,NASDAQ:EBAY
21,NASDAQ:QRVO
21,NYSE:PBI
21,NYSE:TMHC
21,NASDAQ:LIVN
21,NASDAQ:TCBI
21,NASDAQ:KALU
21,NYSE:GNW
21,NYSE:FDX
21,NASDAQ:POOL
