seed,asset
12,NASDAQ:PLAB
12,NYSE:GSBD
12,NYSE:SFBS
12,NYSE:ELAN
12,NASDAQ:IDXX
12,NASDAQ:POWI
12,NYSE:GNRC
12,NASDAQ:SHEN
12,NASDAQ:FARO
12,NYSE:MTZ
12,NASDAQ:TRUP
12,NASDAQ:OTEX
12,NYSE:RJF
12,NYSE:KMT
12,NYSE:QTWO
12,NASDAQ:TER
12,NASDAQ:ITCI
12,NASDAQ:SPSC
12,NASDAQ:CRUS
12,NYSE:HII
12,NYSE:RDN
12,NASDAQ:PBPB
12,NYSE:PBH
12,NYSE:ENVA
12,NYSE:ACM
12,NYSE:GHC
12,NYSE:BBW
12,NASDAQ:ABCB
12,NASDAQ:TRMK
12,NASDAQ:LXRX
12,NASDAQ:COST
12,NYSE:IT
12,NASDAQ:KELYA
12,NYSE:VMI
12,NASDAQ:MSEX
12,NASDAQ:MGNI
12,NASDAQ:TILE
12,NASDAQ:TCMD
12,NYSE:UVV
12,NYSE:BBDC
12,NYSE:ANET
12,NYSE:NBR
12,NYSE:OLN
12,NASDAQ:MU
12,NASDAQ:KHC
12,NASDAQ:IPGP
12,NASDAQ:OPCH
12,NASDAQ:FATE
12,NYSE:SO
12,NYSE:TMHC
